idiom,label,count
sub_401000 proc near   | * | jmp ds:??1exception@std@@UAE@XZ  ,msvc,1
"cmp esi, 3  | * | movzx eax, byte ptr [edx+3] ",msvc,2
"jbe short loc_4010BC  | * | movzx ecx, byte ptr [ecx+3] ",msvc,1
"movzx eax, byte ptr [edx+3]  | * | sub eax, ecx ",msvc,2
"movzx ecx, byte ptr [ecx+3]  | * | loc_4010B3:  ",msvc,1
"sub eax, ecx  | * | sar eax, 1Fh ",msvc,1
loc_4010B3:   | * | pop edi ,msvc,1
"sar eax, 1Fh  | * | or eax, 1 ",msvc,1
pop edi  | * | pop esi ,msvc,9
"or eax, 1  | * | retn ",msvc,1
pop esi  | * | loc_4010BC:  ,msvc,1
retn  | * | pop edi ,msvc,1
"loc_4010BC:   | * | xor eax, eax ",msvc,1
"xor eax, eax  | * | retn ",msvc,1
pop esi  | * | sub_401050 endp ,msvc,1
retn  | * | align 10h ,msvc,46
sub_401050 endp  | * | sub_4010D0 proc near  ,msvc,1
var_1C = dword ptr -1Ch  | * | var_14 = dword ptr -14h ,data,3
var_18 = dword ptr -18h  | * | var_10 = dword ptr -10h ,data,6
var_14 = dword ptr -14h  | * | var_C = dword ptr -0Ch ,data,9
var_10 = dword ptr -10h  | * | var_4 = dword ptr -4 ,data,10
var_C = dword ptr -0Ch  | * | arg_0 = dword ptr 8 ,data,11
var_4 = dword ptr -4  | * | arg_4 = dword ptr 0Ch ,data,13
push ebp  | * | push 0FFFFFFFFh ,msvc,15
"mov ebp, esp  | * | push offset SEH_4010D0 ",msvc,1
"push 0FFFFFFFFh  | * | mov eax, large fs:0 ",msvc,15
push offset SEH_4010D0  | * | push eax ,msvc,1
"mov eax, large fs:0  | * | sub esp, 10h ",msvc,1
push eax  | * | push ebx ,msvc,6
"sub esp, 10h  | * | push esi ",msvc,2
push ebx  | * | push edi ,msvc,17
"push esi  | * | mov eax, ___security_cookie ",msvc,8
"push edi  | * | xor eax, ebp ",msvc,8
"mov eax, ___security_cookie  | * | push eax ",msvc,9
"xor eax, ebp  | * | lea eax, [ebp+var_C] ",msvc,9
"push eax  | * | mov large fs:0, eax ",msvc,15
"lea eax, [ebp+var_C]  | * | mov ebx, [ebp+arg_0] ",msvc,1
"mov large fs:0, eax  | * | xor esi, esi ",msvc,1
"mov ebx, [ebp+arg_0]  | * | mov [ebp+var_1C], esi ",msvc,1
"xor esi, esi  | * | mov [ebx], esi ",msvc,1
"mov [ebp+var_1C], esi  | * | mov [ebx+4], esi ",msvc,1
"mov [ebx], esi  | * | mov [ebx+8], esi ",msvc,1
"mov [ebx+4], esi  | * | mov [ebp+var_4], esi ",msvc,1
"mov [ebx+8], esi  | * | mov [ebp+var_1C], 1 ",msvc,1
"mov [ebp+var_4], esi  | * | mov [ebp+var_14], esi ",msvc,1
"mov [ebp+var_1C], 1  | * | jmp short loc_401123 ",msvc,1
"mov [ebp+var_14], esi  | * | jmp short loc_401120 ",msvc,1
jmp short loc_401123  | * | align 10h ,msvc,1
jmp short loc_401120  | * | loc_401120:  ,msvc,1
"align 10h  | * | mov esi, [ebp+var_14] ",msvc,1
loc_401120:   | * | loc_401123:  ,msvc,1
"mov esi, [ebp+var_14]  | * | mov eax, dword_6F8310 ",msvc,1
"loc_401123:   | * | mov ecx, [ebp+arg_4] ",msvc,1
"mov eax, dword_6F8310  | * | mov edx, [eax+ecx*8] ",msvc,1
"mov ecx, [ebp+arg_4]  | * | add edx, ds:dword_40617C[esi] ",msvc,1
"mov edx, [eax+ecx*8]  | * | mov ecx, [eax+ecx*8+4] ",msvc,1
"add edx, ds:dword_40617C[esi]  | * | add ecx, ds:dword_406194[esi] ",msvc,1
"mov ecx, [eax+ecx*8+4]  | * | mov esi, dword_6F8314 ",msvc,1
"add ecx, ds:dword_406194[esi]  | * | sub esi, eax ",msvc,1
"mov esi, dword_6F8314  | * | sar esi, 3 ",msvc,2
"sub esi, eax  | * | mov edi, esi ",msvc,1
"sar esi, 3  | * | mov [ebp+var_18], ecx ",msvc,1
"mov edi, esi  | * | mov [ebp+var_10], edx ",msvc,1
"mov [ebp+var_18], ecx  | * | mov ecx, eax ",msvc,1
"mov [ebp+var_10], edx  | * | test edi, edi ",msvc,1
"mov ecx, eax  | * | jle short loc_401191 ",msvc,1
"test edi, edi  | * | loc_401157:  ",msvc,1
"jle short loc_401191  | * | mov ebx, [ebp+var_10] ",msvc,1
"loc_401157:   | * | mov eax, edi ",msvc,1
"mov ebx, [ebp+var_10]  | * | cdq ",msvc,1
"mov eax, edi  | * | sub eax, edx ",msvc,1
"cdq  | * | sar eax, 1 ",msvc,13
"sub eax, edx  | * | mov edx, [ecx+eax*8] ",msvc,2
"sar eax, 1  | * | cmp ebx, edx ",msvc,3
"mov edx, [ecx+eax*8]  | * | jg short loc_401173 ",msvc,1
"cmp ebx, edx  | * | jl short loc_401180 ",msvc,1
"jg short loc_401173  | * | mov edx, [ebp+var_18] ",msvc,1
"jl short loc_401180  | * | cmp [ecx+eax*8+4], edx ",msvc,1
"mov edx, [ebp+var_18]  | * | jge short loc_401180 ",msvc,1
"cmp [ecx+eax*8+4], edx  | * | loc_401173:  ",msvc,1
"jge short loc_401180  | * | or edx, 0FFFFFFFFh ",msvc,1
"loc_401173:   | * | sub edx, eax ",msvc,1
"or edx, 0FFFFFFFFh  | * | lea ecx, [ecx+eax*8+8] ",msvc,2
"sub edx, eax  | * | add edi, edx ",msvc,1
"lea ecx, [ecx+eax*8+8]  | * | jmp short loc_401182 ",msvc,1
"add edi, edx  | * | loc_401180:  ",msvc,1
"jmp short loc_401182  | * | mov edi, eax ",msvc,1
loc_401180:   | * | loc_401182:  ,msvc,1
"mov edi, eax  | * | test edi, edi ",msvc,2
loc_401182:   | * | jg short loc_401157 ,msvc,1
"test edi, edi  | * | mov ebx, [ebp+arg_0] ",msvc,1
"jg short loc_401157  | * | mov eax, dword_6F8310 ",msvc,1
"mov ebx, [ebp+arg_0]  | * | mov edx, [ebp+var_10] ",msvc,1
"mov eax, dword_6F8310  | * | loc_401191:  ",msvc,1
"mov edx, [ebp+var_10]  | * | sub ecx, eax ",msvc,1
"loc_401191:   | * | sar ecx, 3 ",msvc,1
"sub ecx, eax  | * | mov edi, ecx ",msvc,1
"sar ecx, 3  | * | mov [ebp+var_10], edi ",msvc,1
"mov edi, ecx  | * | cmp edi, esi ",msvc,1
"mov [ebp+var_10], edi  | * | jge short loc_401207 ",msvc,1
"cmp edi, esi  | * | cmp [eax+edi*8], edx ",msvc,1
jge short loc_401207  | * | jnz short loc_401207 ,msvc,1
"cmp [eax+edi*8], edx  | * | mov ecx, [ebp+var_18] ",msvc,1
"jnz short loc_401207  | * | cmp [eax+edi*8+4], ecx ",msvc,1
"mov ecx, [ebp+var_18]  | * | jnz short loc_401207 ",msvc,1
"cmp [eax+edi*8+4], ecx  | * | mov eax, [ebx+4] ",msvc,1
"jnz short loc_401207  | * | lea edx, [ebp+var_10] ",msvc,1
"mov eax, [ebx+4]  | * | cmp edx, eax ",msvc,1
"lea edx, [ebp+var_10]  | * | jnb short loc_4011E9 ",msvc,1
"cmp edx, eax  | * | mov ecx, [ebx] ",msvc,1
"jnb short loc_4011E9  | * | cmp ecx, edx ",msvc,1
"mov ecx, [ebx]  | * | ja short loc_4011E9 ",msvc,1
"cmp ecx, edx  | * | mov esi, edx ",msvc,7
"ja short loc_4011E9  | * | sub esi, ecx ",msvc,1
"mov esi, edx  | * | sar esi, 2 ",msvc,1
"sub esi, ecx  | * | cmp eax, [ebx+8] ",msvc,1
"sar esi, 2  | * | jnz short loc_4011D0 ",msvc,1
"cmp eax, [ebx+8]  | * | mov eax, ebx ",msvc,2
jnz short loc_4011D0  | * | call sub_4023A0 ,msvc,1
"mov eax, ebx  | * | loc_4011D0:  ",msvc,1
"call sub_4023A0  | * | mov eax, [ebx] ",msvc,1
"loc_4011D0:   | * | lea ecx, [eax+esi*4] ",msvc,1
"mov eax, [ebx]  | * | mov eax, [ebx+4] ",msvc,1
"lea ecx, [eax+esi*4]  | * | test eax, eax ",msvc,1
"mov eax, [ebx+4]  | * | jz loc_4012CD ",msvc,2
"test eax, eax  | * | mov ecx, [ecx] ",msvc,2
"jz loc_4012CD  | * | mov [eax], ecx ",msvc,1
"mov ecx, [ecx]  | * | jmp loc_4012CD ",msvc,1
"mov [eax], ecx  | * | loc_4011E9:  ",msvc,1
"jmp loc_4012CD  | * | cmp eax, [ebx+8] ",msvc,1
loc_4011E9:   | * | jnz short loc_4011F5 ,msvc,1
jnz short loc_4011F5  | * | call sub_4023A0 ,msvc,1
"mov eax, ebx  | * | loc_4011F5:  ",msvc,1
"call sub_4023A0  | * | mov eax, [ebx+4] ",msvc,1
"loc_4011F5:   | * | test eax, eax ",msvc,1
"test eax, eax  | * | mov [eax], edi ",msvc,4
jz loc_4012CD  | * | jmp loc_4012CD ,msvc,1
"mov [eax], edi  | * | loc_401207:  ",msvc,1
"jmp loc_4012CD  | * | mov eax, [ebx+4] ",msvc,1
"loc_401207:   | * | lea edx, [ebp+var_10] ",msvc,1
"mov eax, [ebx+4]  | * | mov [ebp+var_10], 0FFFFFFFFh ",msvc,1
"lea edx, [ebp+var_10]  | * | cmp edx, eax ",msvc,1
"mov [ebp+var_10], 0FFFFFFFFh  | * | jnb short loc_40127E ",msvc,1
"cmp edx, eax  | * | mov edx, [ebx] ",msvc,1
"jnb short loc_40127E  | * | lea ecx, [ebp+var_10] ",msvc,1
"mov edx, [ebx]  | * | cmp edx, ecx ",msvc,1
"lea ecx, [ebp+var_10]  | * | ja short loc_40127E ",msvc,1
"cmp edx, ecx  | * | mov edi, ecx ",msvc,1
"ja short loc_40127E  | * | mov ecx, [ebx+8] ",msvc,1
"mov edi, ecx  | * | sub edi, edx ",msvc,1
"mov ecx, [ebx+8]  | * | sar edi, 2 ",msvc,1
"sub edi, edx  | * | cmp eax, ecx ",msvc,1
"sar edi, 2  | * | jnz short loc_40126C ",msvc,1
"cmp eax, ecx  | * | sub eax, edx ",msvc,1
"jnz short loc_40126C  | * | sar eax, 2 ",msvc,1
"sub eax, edx  | * | cmp eax, 3FFFFFFEh ",msvc,3
"sar eax, 2  | * | ja loc_4012F7 ",msvc,1
"cmp eax, 3FFFFFFEh  | * | sub ecx, edx ",msvc,2
ja loc_4012F7  | * | inc eax ,msvc,1
"sub ecx, edx  | * | sar ecx, 2 ",msvc,3
"inc eax  | * | cmp eax, ecx ",msvc,3
"sar ecx, 2  | * | jbe short loc_40126C ",msvc,1
"cmp eax, ecx  | * | mov edx, ecx ",msvc,2
"jbe short loc_40126C  | * | shr edx, 1 ",msvc,1
"mov edx, ecx  | * | mov esi, 3FFFFFFFh ",msvc,2
"shr edx, 1  | * | sub esi, edx ",msvc,3
"mov esi, 3FFFFFFFh  | * | cmp esi, ecx ",msvc,2
"sub esi, edx  | * | jnb short loc_40125C ",msvc,1
"cmp esi, ecx  | * | xor ecx, ecx ",msvc,2
jnb short loc_40125C  | * | jmp short loc_40125E ,msvc,1
"xor ecx, ecx  | * | loc_40125C:  ",msvc,1
"jmp short loc_40125E  | * | add ecx, edx ",msvc,1
loc_40125C:   | * | loc_40125E:  ,msvc,1
"add ecx, edx  | * | cmp ecx, eax ",msvc,3
loc_40125E:   | * | jnb short loc_401264 ,msvc,1
"cmp ecx, eax  | * | mov ecx, eax ",msvc,3
jnb short loc_401264  | * | loc_401264:  ,msvc,1
"mov ecx, eax  | * | push ecx ",msvc,3
"loc_401264:   | * | mov esi, ebx ",msvc,1
push ecx  | * | call sub_402790 ,msvc,2
"mov esi, ebx  | * | loc_40126C:  ",msvc,1
"call sub_402790  | * | mov eax, [ebx+4] ",msvc,2
"loc_40126C:   | * | mov edx, [ebx] ",msvc,1
"mov eax, [ebx+4]  | * | lea ecx, [edx+edi*4] ",msvc,1
"mov edx, [ebx]  | * | test eax, eax ",msvc,1
"lea ecx, [edx+edi*4]  | * | jz short loc_4012CD ",msvc,1
"jz short loc_4012CD  | * | mov [eax], ecx ",msvc,1
"mov ecx, [ecx]  | * | jmp short loc_4012CD ",msvc,1
"mov [eax], ecx  | * | loc_40127E:  ",msvc,1
"jmp short loc_4012CD  | * | mov ecx, [ebx+8] ",msvc,1
"loc_40127E:   | * | cmp eax, ecx ",msvc,1
"mov ecx, [ebx+8]  | * | jnz short loc_4012C0 ",msvc,1
"cmp eax, ecx  | * | mov edx, [ebx] ",msvc,1
"jnz short loc_4012C0  | * | sub eax, edx ",msvc,1
"mov edx, [ebx]  | * | sar eax, 2 ",msvc,1
"sar eax, 2  | * | ja short loc_4012F7 ",msvc,1
ja short loc_4012F7  | * | inc eax ,msvc,1
"sar ecx, 2  | * | jbe short loc_4012C0 ",msvc,1
"jbe short loc_4012C0  | * | shr edx, 1 ",msvc,1
"sub esi, edx  | * | jnb short loc_4012B0 ",msvc,1
jnb short loc_4012B0  | * | jmp short loc_4012B2 ,msvc,1
"xor ecx, ecx  | * | loc_4012B0:  ",msvc,1
"jmp short loc_4012B2  | * | add ecx, edx ",msvc,1
loc_4012B0:   | * | loc_4012B2:  ,msvc,1
loc_4012B2:   | * | jnb short loc_4012B8 ,msvc,1
jnb short loc_4012B8  | * | loc_4012B8:  ,msvc,1
"loc_4012B8:   | * | mov esi, ebx ",msvc,1
"mov esi, ebx  | * | loc_4012C0:  ",msvc,1
"loc_4012C0:   | * | test eax, eax ",msvc,1
"mov eax, [ebx+4]  | * | jz short loc_4012CD ",msvc,1
"test eax, eax  | * | mov dword ptr [eax], 0FFFFFFFFh ",msvc,1
jz short loc_4012CD  | * | loc_4012CD:  ,msvc,1
"mov dword ptr [eax], 0FFFFFFFFh  | * | mov eax, [ebp+var_14] ",msvc,1
"loc_4012CD:   | * | add dword ptr [ebx+4], 4 ",msvc,1
"mov eax, [ebp+var_14]  | * | add eax, 4 ",msvc,1
"add dword ptr [ebx+4], 4  | * | mov [ebp+var_14], eax ",msvc,1
"add eax, 4  | * | cmp eax, 18h ",msvc,1
"mov [ebp+var_14], eax  | * | jl loc_401120 ",msvc,1
"cmp eax, 18h  | * | mov eax, ebx ",msvc,1
"jl loc_401120  | * | mov ecx, [ebp+var_C] ",msvc,1
"mov eax, ebx  | * | mov large fs:0, ecx ",msvc,1
"mov ecx, [ebp+var_C]  | * | pop ecx ",msvc,15
"mov large fs:0, ecx  | * | pop edi ",msvc,13
pop ecx  | * | pop esi ,msvc,13
pop edi  | * | pop ebx ,msvc,23
"pop esi  | * | mov esp, ebp ",msvc,20
pop ebx  | * | pop ebp ,msvc,23
"mov esp, ebp  | * | retn ",msvc,34
pop ebp  | * | loc_4012F7:  ,msvc,1
retn  | * | push offset aVectorTTooLong  ,msvc,1
loc_4012F7:   | * | call ds:?_Xlength_error@std@@YAXPBD@Z  ,msvc,1
push offset aVectorTTooLong   | * | sub_4010D0 endp ,msvc,1
call ds:?_Xlength_error@std@@YAXPBD@Z   | * | align 10h ,msvc,1
sub_4010D0 endp  | * | sub_401310 proc near  ,msvc,1
sub_401310 proc near   | * | push ebp ,msvc,1
"mov ebp, esp  | * | mov esi, [ebp+arg_0] ",msvc,1
"push esi  | * | mov eax, dword_68CC50[esi*4] ",msvc,1
"mov esi, [ebp+arg_0]  | * | cmp eax, esi ",msvc,1
"mov eax, dword_68CC50[esi*4]  | * | jnz short loc_401327 ",msvc,1
"cmp eax, esi  | * | mov eax, esi ",msvc,1
jnz short loc_401327  | * | pop esi ,msvc,1
pop esi  | * | retn ,msvc,5
pop ebp  | * | loc_401327:  ,msvc,1
retn  | * | push eax ,msvc,1
loc_401327:   | * | call sub_401310 ,msvc,1
"push eax  | * | add esp, 4 ",msvc,23
"call sub_401310  | * | mov dword_68CC50[esi*4], eax ",msvc,1
"add esp, 4  | * | pop esi ",msvc,2
"mov dword_68CC50[esi*4], eax  | * | pop ebp ",msvc,1
pop ebp  | * | sub_401310 endp ,msvc,1
sub_401310 endp  | * | sub_401340 proc near  ,msvc,1
var_6C = dword ptr -6Ch  | * | var_64 = dword ptr -64h ,data,1
var_68 = dword ptr -68h  | * | var_60 = dword ptr -60h ,data,1
var_64 = dword ptr -64h  | * | var_5C = dword ptr -5Ch ,data,1
var_60 = dword ptr -60h  | * | var_58 = dword ptr -58h ,data,1
var_5C = dword ptr -5Ch  | * | var_54 = dword ptr -54h ,data,1
var_58 = dword ptr -58h  | * | var_50 = dword ptr -50h ,data,1
var_54 = dword ptr -54h  | * | var_4C = dword ptr -4Ch ,data,2
var_50 = dword ptr -50h  | * | var_48 = dword ptr -48h ,data,1
var_4C = dword ptr -4Ch  | * | var_38 = dword ptr -38h ,data,1
var_48 = dword ptr -48h  | * | var_34 = dword ptr -34h ,data,1
var_38 = dword ptr -38h  | * | var_2C = dword ptr -2Ch ,data,1
var_34 = dword ptr -34h  | * | var_20 = dword ptr -20h ,data,1
var_2C = dword ptr -2Ch  | * | var_1C = dword ptr -1Ch ,data,1
var_20 = dword ptr -20h  | * | var_18 = dword ptr -18h ,data,3
var_1C = dword ptr -1Ch  | * | var_10 = dword ptr -10h ,data,4
var_18 = dword ptr -18h  | * | var_C = dword ptr -0Ch ,data,4
var_C = dword ptr -0Ch  | * | arg_4 = dword ptr 0Ch ,data,5
"mov ebp, esp  | * | push offset SEH_401340 ",msvc,1
push offset SEH_401340  | * | push eax ,msvc,1
"mov eax, large fs:0  | * | sub esp, 64h ",msvc,1
"push eax  | * | mov eax, ___security_cookie ",msvc,7
"sub esp, 64h  | * | xor eax, ebp ",msvc,1
"mov eax, ___security_cookie  | * | mov [ebp+var_10], eax ",msvc,6
"xor eax, ebp  | * | push ebx ",msvc,6
"mov [ebp+var_10], eax  | * | push esi ",msvc,5
push esi  | * | push eax ,msvc,5
"push edi  | * | lea eax, [ebp+var_C] ",msvc,5
"lea eax, [ebp+var_C]  | * | mov eax, dword_6F8334 ",msvc,1
"mov large fs:0, eax  | * | mov ecx, Dst ",msvc,1
"mov eax, dword_6F8334  | * | push eax  ",msvc,1
"mov ecx, Dst  | * | push ecx  ",msvc,1
"push eax   | * | lea edx, [ebp+var_68] ",msvc,1
push ecx   | * | push edx  ,msvc,3
"lea edx, [ebp+var_68]  | * | call sub_4021D0 ",msvc,1
"push edx   | * | mov eax, dword_6F8314 ",msvc,1
"call sub_4021D0  | * | mov esi, dword_6F8310 ",msvc,1
"mov eax, dword_6F8314  | * | cmp esi, eax ",msvc,1
"mov esi, dword_6F8310  | * | jz short loc_401397 ",msvc,1
"cmp esi, eax  | * | mov eax, esi ",msvc,1
"jz short loc_401397  | * | mov dword_6F8314, eax ",msvc,1
"mov eax, esi  | * | loc_401397:  ",msvc,1
"mov dword_6F8314, eax  | * | xor ecx, ecx ",msvc,1
"loc_401397:   | * | mov [ebp+var_4C], ecx ",msvc,1
"xor ecx, ecx  | * | cmp dword_54A800, ecx ",msvc,1
"mov [ebp+var_4C], ecx  | * | jle loc_4014CA ",msvc,1
"cmp dword_54A800, ecx  | * | loc_4013A8:  ",msvc,1
"jle loc_4014CA  | * | mov edi, dword_4DF140[ecx*4] ",msvc,1
"loc_4013A8:   | * | mov ebx, dword_4083C0[ecx*4] ",msvc,1
"mov edi, dword_4DF140[ecx*4]  | * | lea ecx, [ebp+var_6C] ",msvc,1
"mov ebx, dword_4083C0[ecx*4]  | * | mov [ebp+var_6C], edi ",msvc,1
"lea ecx, [ebp+var_6C]  | * | mov [ebp+var_68], ebx ",msvc,1
"mov [ebp+var_6C], edi  | * | cmp ecx, eax ",msvc,1
"mov [ebp+var_68], ebx  | * | jnb short loc_40143F ",msvc,1
"cmp ecx, eax  | * | mov edx, ecx ",msvc,1
"jnb short loc_40143F  | * | cmp esi, edx ",msvc,1
"mov edx, ecx  | * | ja short loc_40143F ",msvc,1
"cmp esi, edx  | * | mov edi, ecx ",msvc,1
"ja short loc_40143F  | * | sub edi, esi ",msvc,1
"mov edi, ecx  | * | sar edi, 3 ",msvc,1
"sub edi, esi  | * | cmp eax, dword_6F8318 ",msvc,1
"sar edi, 3  | * | jnz short loc_40142C ",msvc,1
"cmp eax, dword_6F8318  | * | mov ecx, eax ",msvc,2
"jnz short loc_40142C  | * | sub ecx, esi ",msvc,1
"mov ecx, eax  | * | sar ecx, 3 ",msvc,2
"sub ecx, esi  | * | cmp ecx, 1FFFFFFEh ",msvc,2
"sar ecx, 3  | * | ja loc_40154A ",msvc,2
"cmp ecx, 1FFFFFFEh  | * | mov edx, dword_6F8318 ",msvc,2
"ja loc_40154A  | * | sub edx, esi ",msvc,2
"mov edx, dword_6F8318  | * | inc ecx ",msvc,2
"sub edx, esi  | * | sar edx, 3 ",msvc,3
"inc ecx  | * | cmp ecx, edx ",msvc,2
"sar edx, 3  | * | jbe short loc_40142C ",msvc,1
"cmp ecx, edx  | * | mov eax, edx ",msvc,2
"jbe short loc_40142C  | * | shr eax, 1 ",msvc,1
"mov eax, edx  | * | mov esi, 1FFFFFFFh ",msvc,2
"shr eax, 1  | * | sub esi, eax ",msvc,2
"mov esi, 1FFFFFFFh  | * | cmp esi, edx ",msvc,2
"sub esi, eax  | * | jnb short loc_40140E ",msvc,1
"cmp esi, edx  | * | xor edx, edx ",msvc,2
jnb short loc_40140E  | * | jmp short loc_401410 ,msvc,1
"xor edx, edx  | * | loc_40140E:  ",msvc,1
"jmp short loc_401410  | * | add edx, eax ",msvc,1
loc_40140E:   | * | loc_401410:  ,msvc,1
"add edx, eax  | * | cmp edx, ecx ",msvc,2
loc_401410:   | * | jnb short loc_401416 ,msvc,1
"cmp edx, ecx  | * | mov edx, ecx ",msvc,3
jnb short loc_401416  | * | loc_401416:  ,msvc,1
"mov edx, ecx  | * | push edx ",msvc,2
"loc_401416:   | * | mov ecx, offset dword_6F8310 ",msvc,1
push edx  | * | call sub_4026C0 ,msvc,2
"mov ecx, offset dword_6F8310  | * | mov eax, dword_6F8314 ",msvc,2
"call sub_4026C0  | * | mov esi, dword_6F8310 ",msvc,2
"mov eax, dword_6F8314  | * | loc_40142C:  ",msvc,1
"mov esi, dword_6F8310  | * | lea ecx, [esi+edi*8] ",msvc,1
"loc_40142C:   | * | test eax, eax ",msvc,1
"lea ecx, [esi+edi*8]  | * | jz short loc_4014AF ",msvc,1
"test eax, eax  | * | mov edx, [ecx] ",msvc,7
"jz short loc_4014AF  | * | mov [eax], edx ",msvc,1
"mov edx, [ecx]  | * | mov ecx, [ecx+4] ",msvc,7
"mov [eax], edx  | * | mov [eax+4], ecx ",msvc,7
"mov ecx, [ecx+4]  | * | jmp short loc_4014A4 ",msvc,1
"mov [eax+4], ecx  | * | loc_40143F:  ",msvc,1
"jmp short loc_4014A4  | * | cmp eax, dword_6F8318 ",msvc,1
loc_40143F:   | * | jnz short loc_40149B ,msvc,1
"jnz short loc_40149B  | * | sub ecx, esi ",msvc,1
"sar edx, 3  | * | jbe short loc_40149B ",msvc,1
"jbe short loc_40149B  | * | shr eax, 1 ",msvc,1
"sub esi, eax  | * | jnb short loc_40147D ",msvc,1
jnb short loc_40147D  | * | jmp short loc_40147F ,msvc,1
"xor edx, edx  | * | loc_40147D:  ",msvc,1
"jmp short loc_40147F  | * | add edx, eax ",msvc,1
loc_40147D:   | * | loc_40147F:  ,msvc,1
loc_40147F:   | * | jnb short loc_401485 ,msvc,1
jnb short loc_401485  | * | loc_401485:  ,msvc,1
"loc_401485:   | * | mov ecx, offset dword_6F8310 ",msvc,1
"mov eax, dword_6F8314  | * | loc_40149B:  ",msvc,1
"mov esi, dword_6F8310  | * | test eax, eax ",msvc,1
loc_40149B:   | * | jz short loc_4014AF ,msvc,1
"jz short loc_4014AF  | * | mov [eax+4], ebx ",msvc,1
"mov [eax], edi  | * | loc_4014A4:  ",msvc,1
"mov [eax+4], ebx  | * | mov eax, dword_6F8314 ",msvc,1
"loc_4014A4:   | * | mov esi, dword_6F8310 ",msvc,1
"mov eax, dword_6F8314  | * | loc_4014AF:  ",msvc,1
"mov esi, dword_6F8310  | * | mov ecx, [ebp+var_4C] ",msvc,1
loc_4014AF:   | * | inc ecx ,msvc,1
