idiom,label,count
var_18 = dword ptr -18h  | * | var_10 = dword ptr -10h ,data,2
push offset aBad   | * | call sub_401330 ,msvc,1
"push ecx  | * | add esp, 0Ch ",msvc,1
"call sub_401330  | * | mov ecx, eax ",msvc,2
"add esp, 0Ch  | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z  ",msvc,1
"mov ecx, eax  | * | loc_4011A5:  ",msvc,1
"call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z   | * | mov eax, [esp+28h+var_18] ",msvc,1
loc_4011A5:   | * | inc eax ,msvc,1
"mov eax, [esp+28h+var_18]  | * | mov [esp+28h+var_18], eax ",msvc,1
"inc eax  | * | cmp eax, dword_405314 ",msvc,1
"mov [esp+28h+var_18], eax  | * | jl loc_401112 ",msvc,1
"cmp eax, dword_405314  | * | loc_4011BA:  ",msvc,1
"jl loc_401112  | * | mov edi, [esp+28h+var_14] ",msvc,1
"loc_4011BA:   | * | mov edx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov edi, [esp+28h+var_14]  | * | push offset asc_403144  ",msvc,1
"mov edx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A   | * | push edi ",msvc,1
push offset asc_403144   | * | push offset aCase  ,msvc,1
push edi  | * | push edx ,msvc,1
push offset aCase   | * | call sub_401330 ,msvc,1
"push edx  | * | add esp, 8 ",msvc,1
"add esp, 8  | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z  ",msvc,1
"mov ecx, eax  | * | push eax ",msvc,1
call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@H@Z   | * | call sub_401330 ,msvc,1
"push eax  | * | xor esi, esi ",msvc,1
"call sub_401330  | * | add esp, 8 ",msvc,1
"xor esi, esi  | * | cmp dword_405314, esi ",msvc,1
"add esp, 8  | * | jle short loc_401227 ",msvc,1
"cmp dword_405314, esi  | * | jmp short loc_401200 ",msvc,1
jle short loc_401227  | * | align 10h ,msvc,1
jmp short loc_401200  | * | loc_401200:  ,msvc,1
"align 10h  | * | mov eax, dword_408200[esi*4] ",msvc,1
"loc_401200:   | * | mov ecx, dword_407258[esi*4] ",msvc,1
"mov eax, dword_408200[esi*4]  | * | push eax ",msvc,1
"mov ecx, dword_407258[esi*4]  | * | push ecx ",msvc,1
push eax  | * | push offset aDD  ,msvc,1
push ecx  | * | call ds:printf ,msvc,1
push offset aDD   | * | inc esi ,msvc,1
"call ds:printf  | * | add esp, 0Ch ",msvc,1
"inc esi  | * | cmp esi, dword_405314 ",msvc,1
"add esp, 0Ch  | * | jl short loc_401200 ",msvc,1
"cmp esi, dword_405314  | * | loc_401227:  ",msvc,1
"jl short loc_401200  | * | mov edx, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z  ",msvc,1
"loc_401227:   | * | mov ecx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A  ",msvc,1
"mov edx, ds:?endl@std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@1@AAV21@@Z   | * | push edx ",msvc,1
"mov ecx, ds:?cout@std@@3V?$basic_ostream@DU?$char_traits@D@std@@@1@A   | * | call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z  ",msvc,1
push edx  | * | inc edi ,msvc,1
"call ds:??6?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z   | * | mov [esp+28h+var_14], edi ",msvc,1
"inc edi  | * | cmp edi, [esp+28h+var_10] ",msvc,1
"mov [esp+28h+var_14], edi  | * | jle loc_401030 ",msvc,1
"cmp edi, [esp+28h+var_10]  | * | loc_401249:  ",msvc,1
jle loc_401030  | * | pop edi ,msvc,1
loc_401249:   | * | pop esi ,msvc,1
"pop edi  | * | xor eax, eax ",msvc,1
pop esi  | * | pop ebx ,msvc,1
"xor eax, eax  | * | mov esp, ebp ",msvc,1
pop ebx  | * | pop ebp ,msvc,10
"mov esp, ebp  | * | retn ",msvc,12
pop ebp  | * | loc_401252:  ,msvc,1
"retn  | * | mov edi, [esp+28h+var_18] ",msvc,1
"loc_401252:   | * | mov edi, dword_4091A4[edi*8] ",msvc,1
"mov edi, [esp+28h+var_18]  | * | mov dword_407258[edi*4], esi ",msvc,1
"mov edi, dword_4091A4[edi*8]  | * | mov dword_408200[edi*4], eax ",msvc,1
"mov dword_407258[edi*4], esi  | * | lea edi, [eax+ecx] ",msvc,1
"mov dword_408200[edi*4], eax  | * | add esi, ecx ",msvc,1
"lea edi, [eax+ecx]  | * | sub eax, ecx ",msvc,1
"add esi, ecx  | * | mov dword_4062B8[edx*4], edi ",msvc,1
"sub eax, ecx  | * | mov dword_405318[ebx*4], esi ",msvc,1
"mov dword_4062B8[edx*4], edi  | * | mov dword_4062B8[ebx*4], eax ",msvc,1
"mov dword_405318[ebx*4], esi  | * | mov dword_404370[ebx*4], edi ",msvc,1
"mov dword_4062B8[ebx*4], eax  | * | inc ebx ",msvc,1
"mov dword_404370[ebx*4], edi  | * | jmp loc_4011A5 ",msvc,1
inc ebx  | * | _main endp ,msvc,1
jmp loc_4011A5  | * | align 10h ,msvc,1
_main endp  | * | sub_4012A0 proc near  ,msvc,1
var_C = dword ptr -0Ch  | * | arg_0 = dword ptr 8 ,data,3
var_4 = dword ptr -4  | * | arg_4 = dword ptr 0Ch ,data,4
push ebp  | * | push 0FFFFFFFFh ,msvc,2
"mov ebp, esp  | * | push offset SEH_4012A0 ",msvc,1
"push 0FFFFFFFFh  | * | mov eax, large fs:0 ",msvc,2
push offset SEH_4012A0  | * | push eax ,msvc,1
"mov eax, large fs:0  | * | push esi ",msvc,1
"push eax  | * | mov eax, ___security_cookie ",msvc,1
"push esi  | * | xor eax, ebp ",msvc,1
"mov eax, ___security_cookie  | * | push eax ",msvc,2
"xor eax, ebp  | * | lea eax, [ebp+var_C] ",msvc,2
"push eax  | * | mov large fs:0, eax ",msvc,2
"lea eax, [ebp+var_C]  | * | mov esi, [ebp+arg_0] ",msvc,1
"mov large fs:0, eax  | * | mov [ebp+var_4], 0 ",msvc,1
"mov esi, [ebp+arg_0]  | * | call ds:?uncaught_exception@std@@YA_NXZ  ",msvc,1
"mov [ebp+var_4], 0  | * | test al, al ",msvc,1
call ds:?uncaught_exception@std@@YA_NXZ   | * | jnz short loc_4012DF ,msvc,1
"test al, al  | * | mov ecx, [esi] ",msvc,1
jnz short loc_4012DF  | * | call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ  ,msvc,1
"mov ecx, [esi]  | * | loc_4012DF:  ",msvc,1
"call ds:?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEXXZ   | * | mov [ebp+var_4], 0FFFFFFFFh ",msvc,2
"loc_4012DF:   | * | mov eax, [esi] ",msvc,1
"mov [ebp+var_4], 0FFFFFFFFh  | * | mov ecx, [eax] ",msvc,1
"mov eax, [esi]  | * | mov edx, [ecx+4] ",msvc,1
"mov ecx, [eax]  | * | mov eax, [edx+eax+38h] ",msvc,2
"mov edx, [ecx+4]  | * | test eax, eax ",msvc,2
"mov eax, [edx+eax+38h]  | * | jz short loc_4012FE ",msvc,1
"test eax, eax  | * | mov edx, [eax] ",msvc,2
"jz short loc_4012FE  | * | mov ecx, eax ",msvc,1
"mov edx, [eax]  | * | mov eax, [edx+8] ",msvc,2
"mov ecx, eax  | * | call eax ",msvc,1
"mov eax, [edx+8]  | * | loc_4012FE:  ",msvc,1
"call eax  | * | mov ecx, [ebp+var_C] ",msvc,1
"loc_4012FE:   | * | mov large fs:0, ecx ",msvc,1
"mov ecx, [ebp+var_C]  | * | pop ecx ",msvc,2
"mov large fs:0, ecx  | * | pop esi ",msvc,1
"pop ecx  | * | mov esp, ebp ",msvc,1
pop esi  | * | pop ebp ,msvc,2
"mov esp, ebp  | * | retn 4 ",msvc,1
pop ebp  | * | sub_4012A0 endp ,msvc,1
retn 4  | * | loc_401310:  ,msvc,1
"sub_4012A0 endp  | * | mov eax, [eax] ",msvc,1
"loc_401310:   | * | mov ecx, [eax] ",msvc,1
"mov eax, [eax]  | * | mov edx, [ecx+4] ",msvc,1
"mov eax, [edx+eax+38h]  | * | jz short locret_401328 ",msvc,1
"jz short locret_401328  | * | mov ecx, eax ",msvc,1
"mov ecx, eax  | * | jmp eax ",msvc,1
"mov eax, [edx+8]  | * | locret_401328:  ",msvc,1
jmp eax  | * | retn ,msvc,1
locret_401328:   | * | align 10h ,msvc,1
retn  | * | sub_401330 proc near  ,msvc,1
var_30 = dword ptr -30h  | * | var_24 = dword ptr -24h ,data,1
var_2C = byte ptr -2Ch  | * | var_1C = dword ptr -1Ch ,data,1
var_24 = dword ptr -24h  | * | var_18 = dword ptr -18h ,data,1
var_1C = dword ptr -1Ch  | * | var_14 = dword ptr -14h ,data,1
var_10 = dword ptr -10h  | * | var_4 = dword ptr -4 ,data,1
"mov ebp, esp  | * | push offset SEH_401330 ",msvc,1
push offset SEH_401330  | * | push eax ,msvc,1
"mov eax, large fs:0  | * | sub esp, 24h ",msvc,1
push eax  | * | push ebx ,msvc,1
"sub esp, 24h  | * | push esi ",msvc,1
"push esi  | * | mov eax, ___security_cookie ",msvc,1
"push edi  | * | xor eax, ebp ",msvc,1
"lea eax, [ebp+var_C]  | * | mov [ebp+var_10], esp ",msvc,1
"mov large fs:0, eax  | * | mov esi, [ebp+arg_0] ",msvc,1
"mov [ebp+var_10], esp  | * | mov eax, [ebp+arg_4] ",msvc,1
"mov esi, [ebp+arg_0]  | * | mov [ebp+var_14], 0 ",msvc,1
"mov eax, [ebp+arg_4]  | * | lea ecx, [eax+1] ",msvc,1
"mov [ebp+var_14], 0  | * | jmp short loc_401370 ",msvc,1
"lea ecx, [eax+1]  | * | align 10h ",msvc,1
jmp short loc_401370  | * | loc_401370:  ,msvc,1
"align 10h  | * | mov dl, [eax] ",msvc,1
loc_401370:   | * | inc eax ,msvc,1
"mov dl, [eax]  | * | test dl, dl ",msvc,1
inc eax  | * | jnz short loc_401370 ,msvc,1
"test dl, dl  | * | sub eax, ecx ",msvc,1
"jnz short loc_401370  | * | mov [ebp+var_18], eax ",msvc,1
"sub eax, ecx  | * | mov eax, [esi] ",msvc,1
"mov [ebp+var_18], eax  | * | mov edx, [eax+4] ",msvc,1
"mov eax, [esi]  | * | mov ecx, [edx+esi+24h] ",msvc,1
"mov edx, [eax+4]  | * | mov eax, [edx+esi+20h] ",msvc,1
"mov ecx, [edx+esi+24h]  | * | xor edi, edi ",msvc,1
"mov eax, [edx+esi+20h]  | * | test ecx, ecx ",msvc,1
"xor edi, edi  | * | jl short loc_4013AE ",msvc,1
"test ecx, ecx  | * | jg short loc_401395 ",msvc,1
"jl short loc_4013AE  | * | test eax, eax ",msvc,1
jg short loc_401395  | * | jz short loc_4013AE ,msvc,1
"test eax, eax  | * | loc_401395:  ",msvc,1
"jz short loc_4013AE  | * | cmp ecx, edi ",msvc,1
loc_401395:   | * | jl short loc_4013AE ,msvc,1
"cmp ecx, edi  | * | jg short loc_4013A0 ",msvc,1
"jl short loc_4013AE  | * | cmp eax, [ebp+var_18] ",msvc,1
jg short loc_4013A0  | * | jbe short loc_4013AE ,msvc,1
"cmp eax, [ebp+var_18]  | * | loc_4013A0:  ",msvc,1
"jbe short loc_4013AE  | * | sub eax, [ebp+var_18] ",msvc,1
"loc_4013A0:   | * | sbb ecx, edi ",msvc,1
"sub eax, [ebp+var_18]  | * | mov edi, ecx ",msvc,1
"sbb ecx, edi  | * | mov ebx, eax ",msvc,1
"mov edi, ecx  | * | mov [ebp+var_24], edi ",msvc,1
"mov ebx, eax  | * | jmp short loc_4013B5 ",msvc,1
"mov [ebp+var_24], edi  | * | loc_4013AE:  ",msvc,1
"jmp short loc_4013B5  | * | xor ebx, ebx ",msvc,1
"loc_4013AE:   | * | mov [ebp+var_24], ebx ",msvc,1
"xor ebx, ebx  | * | mov edi, ebx ",msvc,1
"mov [ebp+var_24], ebx  | * | loc_4013B5:  ",msvc,1
"mov edi, ebx  | * | mov edx, [edx+esi+38h] ",msvc,1
"loc_4013B5:   | * | mov [ebp+var_30], esi ",msvc,1
"mov edx, [edx+esi+38h]  | * | test edx, edx ",msvc,1
"mov [ebp+var_30], esi  | * | jz short loc_4013C9 ",msvc,1
"test edx, edx  | * | mov eax, [edx] ",msvc,1
"jz short loc_4013C9  | * | mov ecx, edx ",msvc,1
"mov eax, [edx]  | * | mov edx, [eax+4] ",msvc,1
"mov ecx, edx  | * | call edx ",msvc,1
"mov edx, [eax+4]  | * | loc_4013C9:  ",msvc,1
"call edx  | * | mov [ebp+var_4], 0 ",msvc,1
"loc_4013C9:   | * | mov eax, [esi] ",msvc,1
"mov [ebp+var_4], 0  | * | mov eax, [eax+4] ",msvc,1
"mov eax, [esi]  | * | cmp dword ptr [eax+esi+0Ch], 0 ",msvc,1
"mov eax, [eax+4]  | * | jnz short loc_4013EC ",msvc,1
"cmp dword ptr [eax+esi+0Ch], 0  | * | mov eax, [eax+esi+3Ch] ",msvc,1
"jnz short loc_4013EC  | * | test eax, eax ",msvc,1
"mov eax, [eax+esi+3Ch]  | * | jz short loc_4013EC ",msvc,1
"test eax, eax  | * | mov ecx, eax ",msvc,1
jz short loc_4013EC  | * | call ds:?flush@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@XZ  ,msvc,1
"mov ecx, eax  | * | loc_4013EC:  ",msvc,1
"call ds:?flush@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@XZ   | * | mov edx, [esi] ",msvc,1
"loc_4013EC:   | * | mov eax, [edx+4] ",msvc,1
"mov edx, [esi]  | * | cmp dword ptr [eax+esi+0Ch], 0 ",msvc,1
"mov eax, [edx+4]  | * | setz cl ",msvc,1
"cmp dword ptr [eax+esi+0Ch], 0  | * | mov [ebp+var_2C], cl ",msvc,1
"setz cl  | * | mov [ebp+var_4], 1 ",msvc,1
"mov [ebp+var_2C], cl  | * | test cl, cl ",msvc,1
"mov [ebp+var_4], 1  | * | jnz short loc_401413 ",msvc,1
"test cl, cl  | * | mov [ebp+var_14], 4 ",msvc,1
jnz short loc_401413  | * | jmp loc_4014A0 ,msvc,1
"mov [ebp+var_14], 4  | * | loc_401413:  ",msvc,1
"jmp loc_4014A0  | * | mov byte ptr [ebp+var_4], 2 ",msvc,1
"loc_401413:   | * | mov eax, [eax+esi+14h] ",msvc,1
"mov byte ptr [ebp+var_4], 2  | * | and eax, 1C0h ",msvc,1
"mov eax, [eax+esi+14h]  | * | cmp eax, 40h  ",msvc,1
"and eax, 1C0h  | * | jz short loc_40145C ",msvc,1
"cmp eax, 40h   | * | loc_401425:  ",msvc,1
"jz short loc_40145C  | * | test edi, edi ",msvc,1
loc_401425:   | * | jl short loc_401456 ,msvc,1
"test edi, edi  | * | jg short loc_40142F ",msvc,1
"jl short loc_401456  | * | test ebx, ebx ",msvc,1
jg short loc_40142F  | * | jz short loc_401456 ,msvc,1
"test ebx, ebx  | * | loc_40142F:  ",msvc,1
"jz short loc_401456  | * | mov ecx, [esi] ",msvc,1
"loc_40142F:   | * | mov eax, [ecx+4] ",msvc,1
"mov ecx, [esi]  | * | mov cl, [eax+esi+40h] ",msvc,2
"mov eax, [ecx+4]  | * | mov byte ptr [ebp+var_1C], cl ",msvc,2
"mov cl, [eax+esi+40h]  | * | mov edx, [ebp+var_1C] ",msvc,2
"mov byte ptr [ebp+var_1C], cl  | * | mov ecx, [eax+esi+38h] ",msvc,2
"mov edx, [ebp+var_1C]  | * | push edx ",msvc,2
"mov ecx, [eax+esi+38h]  | * | call ds:?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHD@Z  ",msvc,2
"push edx  | * | cmp eax, 0FFFFFFFFh ",msvc,2
call ds:?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAEHD@Z   | * | jnz loc_4014FE ,msvc,1
"cmp eax, 0FFFFFFFFh  | * | or [ebp+var_14], 4 ",msvc,2
jnz loc_4014FE  | * | loc_401456:  ,msvc,1
"or [ebp+var_14], 4  | * | cmp [ebp+var_14], 0 ",msvc,1
loc_401456:   | * | jnz short loc_40148A ,msvc,1
"cmp [ebp+var_14], 0  | * | loc_40145C:  ",msvc,1
"jnz short loc_40148A  | * | mov eax, [esi] ",msvc,1
"loc_40145C:   | * | mov ecx, [eax+4] ",msvc,1
"mov eax, [esi]  | * | mov edx, [ebp+var_18] ",msvc,1
"mov ecx, [eax+4]  | * | mov eax, [ebp+arg_4] ",msvc,1
"mov edx, [ebp+var_18]  | * | mov ecx, [ecx+esi+38h] ",msvc,1
"mov eax, [ebp+arg_4]  | * | xor edi, edi ",msvc,1
"mov ecx, [ecx+esi+38h]  | * | push edi ",msvc,1
"xor edi, edi  | * | push edx ",msvc,1
push edx  | * | call ds:?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAE_JPBD_J@Z  ,msvc,1
"push eax  | * | cmp eax, [ebp+var_18] ",msvc,1
call ds:?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QAE_JPBD_J@Z   | * | jnz short loc_401483 ,msvc,1
"cmp eax, [ebp+var_18]  | * | cmp edx, edi ",msvc,1
jnz short loc_401483  | * | jz loc_401510 ,msvc,1
"cmp edx, edi  | * | loc_401483:  ",msvc,1
"jz loc_401510  | * | mov [ebp+var_14], 4 ",msvc,1
loc_401483:   | * | loc_40148A:  ,msvc,1
"mov [ebp+var_14], 4  | * | mov edx, [esi] ",msvc,1
"loc_40148A:   | * | mov eax, [edx+4] ",msvc,1
"mov edx, [esi]  | * | xor ecx, ecx ",msvc,1
"mov eax, [edx+4]  | * | mov [eax+esi+20h], ecx ",msvc,1
"xor ecx, ecx  | * | mov [eax+esi+24h], ecx ",msvc,1
"mov [eax+esi+20h], ecx  | * | mov [ebp+var_4], 1 ",msvc,1
"mov [eax+esi+24h], ecx  | * | loc_4014A0:  ",msvc,1
"mov [ebp+var_4], 1  | * | mov ecx, [esi] ",msvc,1
"loc_4014A0:   | * | mov eax, [ebp+var_14] ",msvc,1
"mov ecx, [esi]  | * | mov ecx, [ecx+4] ",msvc,1
"mov eax, [ebp+var_14]  | * | push 0 ",msvc,1
"mov ecx, [ecx+4]  | * | push eax ",msvc,1
"push 0  | * | add ecx, esi ",msvc,1
push eax  | * | call ds:?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QAEXH_N@Z  ,msvc,1
"add ecx, esi  | * | mov [ebp+var_4], 4 ",msvc,1
