idiom,label,count
var_18 = dword ptr -18h  | * | var_10 = dword ptr -10h ,data,1
"pop ebx  | * | xor eax, eax ",msvc,1
loc_4010ED:   | * | pop edi ,msvc,1
"xor eax, eax  | * | mov esp, ebp ",msvc,1
pop edi  | * | pop ebp ,msvc,1
"mov esp, ebp  | * | retn ",msvc,1
pop ebp  | * | _main endp ,msvc,1
retn  | * | sub_4014E3 proc near  ,msvc,1
_main endp  | * | push offset ?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z  ,msvc,1
sub_4014E3 proc near   | * | call ds:SetUnhandledExceptionFilter ,msvc,1
"push offset ?__CxxUnhandledExceptionFilter@@YGJPAU_EXCEPTION_POINTERS@@@Z   | * | xor eax, eax ",msvc,1
call ds:SetUnhandledExceptionFilter  | * | retn ,msvc,1
"xor eax, eax  | * | sub_4014E3 endp ",msvc,1
retn  | * | align 2 ,msvc,1
sub_4014E3 endp  | * | sub_4015B0 proc near  ,msvc,1
"align 2  | * | mov edi, edi ",msvc,1
sub_4015B0 proc near   | * | push esi ,msvc,1
"mov edi, edi  | * | mov eax, offset unk_4021E8 ",msvc,1
"push esi  | * | mov esi, offset unk_4021E8 ",msvc,1
"mov eax, offset unk_4021E8  | * | push edi ",msvc,1
"mov esi, offset unk_4021E8  | * | mov edi, eax ",msvc,1
"push edi  | * | cmp eax, esi ",msvc,2
"mov edi, eax  | * | jnb short loc_4015D3 ",msvc,1
"cmp eax, esi  | * | loc_4015C4:  ",msvc,1
"jnb short loc_4015D3  | * | mov eax, [edi] ",msvc,1
"loc_4015C4:   | * | test eax, eax ",msvc,1
"mov eax, [edi]  | * | jz short loc_4015CC ",msvc,1
"test eax, eax  | * | call eax ",msvc,2
jz short loc_4015CC  | * | loc_4015CC:  ,msvc,1
"call eax  | * | add edi, 4 ",msvc,2
"loc_4015CC:   | * | cmp edi, esi ",msvc,1
"add edi, 4  | * | jb short loc_4015C4 ",msvc,1
"cmp edi, esi  | * | loc_4015D3:  ",msvc,1
jb short loc_4015C4  | * | pop edi ,msvc,1
loc_4015D3:   | * | pop esi ,msvc,1
pop edi  | * | retn ,msvc,2
pop esi  | * | sub_4015B0 endp ,msvc,1
retn  | * | sub_4015D6 proc near  ,msvc,1
"sub_4015B0 endp  | * | mov edi, edi ",msvc,1
sub_4015D6 proc near   | * | push esi ,msvc,1
"mov edi, edi  | * | mov eax, offset unk_4021F0 ",msvc,1
"push esi  | * | mov esi, offset unk_4021F0 ",msvc,1
"mov eax, offset unk_4021F0  | * | push edi ",msvc,1
"mov esi, offset unk_4021F0  | * | mov edi, eax ",msvc,1
"mov edi, eax  | * | jnb short loc_4015F9 ",msvc,1
"cmp eax, esi  | * | loc_4015EA:  ",msvc,1
"jnb short loc_4015F9  | * | mov eax, [edi] ",msvc,1
"loc_4015EA:   | * | test eax, eax ",msvc,1
"mov eax, [edi]  | * | jz short loc_4015F2 ",msvc,1
jz short loc_4015F2  | * | loc_4015F2:  ,msvc,1
"loc_4015F2:   | * | cmp edi, esi ",msvc,1
"add edi, 4  | * | jb short loc_4015EA ",msvc,1
"cmp edi, esi  | * | loc_4015F9:  ",msvc,1
jb short loc_4015EA  | * | pop edi ,msvc,1
loc_4015F9:   | * | pop esi ,msvc,1
pop esi  | * | sub_4015D6 endp ,msvc,1
retn  | * | align 10h ,msvc,1
sub_4015D6 endp  | * | align 10h ,msvc,1
align 10h  | * | align 10h ,msvc,2
align 10h  | * | sub_401816 proc near  ,msvc,1
"align 10h  | * | xor eax, eax ",msvc,1
sub_401816 proc near   | * | retn ,msvc,1
"xor eax, eax  | * | sub_401816 endp ",msvc,1
retn  | * | align 200h ,msvc,1
sub_401816 endp  | * | dd 180h dup(?) ,msvc,1
align 200h  | * | _text ends ,msvc,1
