idiom,label,count
var_2C = dword ptr -2Ch  | * | var_10 = dword ptr -10h ,data,1
"jmp loc_401156  | * | mov [esp+2Ch+var_28], 1  ",gcc,2
"loc_401207:   | * | mov [esp+2Ch+var_2C], 4  ",gcc,1
"mov [esp+2Ch+var_28], 1   | * | call _signal ",gcc,3
"mov [esp+2Ch+var_2C], 4   | * | or eax, 0FFFFFFFFh ",gcc,1
call _signal  | * | jmp loc_401156 ,gcc,2
"or eax, 0FFFFFFFFh  | * | loc_401223:  ",gcc,1
"loc_401223:   | * | mov [esp+2Ch+var_2C], 0Bh  ",gcc,1
"mov [esp+2Ch+var_2C], 0Bh   | * | or eax, 0FFFFFFFFh ",gcc,1
"or eax, 0FFFFFFFFh  | * | align 10h ",gcc,1
jmp loc_401156  | * | loc_401240:  ,gcc,1
"align 10h  | * | mov [esp+2Ch+var_28], 1  ",gcc,1
"loc_401240:   | * | mov [esp+2Ch+var_2C], 8  ",gcc,1
"mov [esp+2Ch+var_2C], 8   | * | test ebx, ebx ",gcc,1
"call _signal  | * | mov eax, 0FFFFFFFFh ",gcc,1
"test ebx, ebx  | * | jz loc_401156 ",gcc,1
"mov eax, 0FFFFFFFFh  | * | mov [esp+2Ch+var_10], eax ",gcc,1
jz loc_401156  | * | call _fpreset ,gcc,1
"mov [esp+2Ch+var_10], eax  | * | mov eax, [esp+2Ch+var_10] ",gcc,2
call _fpreset  | * | jmp loc_401156 ,gcc,1
"mov eax, [esp+2Ch+var_10]  | * | __gnu_exception_handler@4 endp ",gcc,1
jmp loc_401156  | * | align 10h ,gcc,1
__gnu_exception_handler@4 endp  | * | align 10h ,gcc,1
align 10h  | * | public _WinMainCRTStartup ,gcc,1
align 10h  | * | _WinMainCRTStartup proc near ,gcc,1
"_WinMainCRTStartup proc near  | * | sub esp, 1Ch ",gcc,1
"sub esp, 1Ch  | * | call ds:__imp____set_app_type ",gcc,1
"mov [esp+1Ch+var_1C], 2  | * | call ___mingw_CRTStartup ",gcc,1
call ds:__imp____set_app_type  | * | _WinMainCRTStartup endp ,gcc,1
call ___mingw_CRTStartup  | * | align 10h ,gcc,1
_WinMainCRTStartup endp  | * | public _atexit ,gcc,1
align 10h  | * | _atexit proc near  ,gcc,1
"public _atexit  | * | mov eax, ds:__imp__atexit ",gcc,1
_atexit proc near   | * | jmp eax ,gcc,1
"mov eax, ds:__imp__atexit  | * | _atexit endp ",gcc,1
jmp eax  | * | align 10h ,gcc,2
_atexit endp  | * | public __onexit ,gcc,1
align 10h  | * | __onexit proc near ,gcc,1
"public __onexit  | * | mov eax, ds:__imp___onexit ",gcc,1
__onexit proc near  | * | jmp eax ,gcc,1
"mov eax, ds:__imp___onexit  | * | __onexit endp ",gcc,1
__onexit endp  | * | public ___gcc_register_frame ,gcc,1
align 10h  | * | ___gcc_register_frame proc near  ,gcc,1
"mov ecx, _data  | * | jz short locret_401322 ",gcc,1
"test ecx, ecx  | * | push ebp ",gcc,1
"jz short locret_401322  | * | mov ebp, esp ",gcc,1
"push ebp  | * | sub esp, 18h ",gcc,2
"mov ebp, esp  | * | mov [esp+1Ch+lpModuleName], offset ModuleName  ",gcc,1
"sub esp, 18h  | * | call _GetModuleHandleA@4  ",gcc,1
"mov [esp+1Ch+lpModuleName], offset ModuleName   | * | push edx ",gcc,1
"call _GetModuleHandleA@4   | * | test eax, eax ",gcc,1
push edx  | * | jz short loc_401324 ,gcc,1
"test eax, eax  | * | mov [esp+1Ch+lpProcName], offset ProcName  ",gcc,1
"jz short loc_401324  | * | mov [esp+1Ch+lpModuleName], eax  ",gcc,1
"mov [esp+1Ch+lpProcName], offset ProcName   | * | call _GetProcAddress@8  ",gcc,1
"mov [esp+1Ch+lpModuleName], eax   | * | sub esp, 8 ",gcc,1
call _GetProcAddress@8   | * | loc_401314:  ,gcc,1
"sub esp, 8  | * | test eax, eax ",gcc,1
loc_401314:   | * | jz short locret_401321 ,gcc,1
"test eax, eax  | * | mov [esp+1Ch+lpModuleName], offset _data ",gcc,1
jz short locret_401321  | * | call eax ,gcc,1
"mov [esp+1Ch+lpModuleName], offset _data  | * | locret_401321:  ",gcc,1
call eax  | * | leave ,gcc,1
locret_401321:   | * | locret_401322:  ,gcc,1
leave  | * | retn ,gcc,1
locret_401322:   | * | align 4 ,gcc,1
retn  | * | loc_401324:  ,gcc,1
"align 4  | * | mov eax, 0 ",gcc,1
loc_401324:   | * | jmp short loc_401314 ,gcc,1
"mov eax, 0  | * | ___gcc_register_frame endp ",gcc,1
jmp short loc_401314  | * | align 4 ,gcc,1
___gcc_register_frame endp  | * | public ___gcc_deregister_frame ,gcc,1
align 4  | * | ___gcc_deregister_frame proc near  ,gcc,1
public ___gcc_deregister_frame  | * | push ebp ,gcc,1
"___gcc_deregister_frame proc near   | * | mov ebp, esp ",gcc,1
push ebp  | * | pop ebp ,gcc,1
"mov ebp, esp  | * | retn ",gcc,1
pop ebp  | * | ___gcc_deregister_frame endp ,gcc,1
retn  | * | align 4 ,gcc,2
___gcc_deregister_frame endp  | * | public _main ,gcc,1
align 4  | * | _main proc near  ,gcc,1
argc = dword ptr 8  | * | envp = dword ptr 10h ,data,1
"push ebp  | * | and esp, 0FFFFFFF0h ",gcc,1
"mov ebp, esp  | * | sub esp, 20h ",gcc,1
"and esp, 0FFFFFFF0h  | * | call ___main ",gcc,1
"sub esp, 20h  | * | lea eax, [esp+10h] ",gcc,1
"call ___main  | * | mov [esp+4], eax ",gcc,1
"lea eax, [esp+10h]  | * | mov dword ptr [esp], offset aD  ",gcc,1
"mov [esp+4], eax  | * | call _scanf ",gcc,2
"mov dword ptr [esp], offset aD   | * | mov dword ptr [esp+1Ch], 1 ",gcc,1
call _scanf  | * | jmp loc_40148A ,gcc,1
"mov dword ptr [esp+1Ch], 1  | * | loc_401363:  ",gcc,1
"jmp loc_40148A  | * | mov dword ptr [esp+0Ch], offset _p ",gcc,1
"loc_401363:   | * | mov dword ptr [esp+8], offset _s ",gcc,1
"mov dword ptr [esp+0Ch], offset _p  | * | mov dword ptr [esp+4], offset _n ",gcc,1
"mov dword ptr [esp+8], offset _s  | * | mov dword ptr [esp], offset aDDD  ",gcc,1
"mov dword ptr [esp+4], offset _n  | * | call _scanf ",gcc,1
"mov dword ptr [esp], offset aDDD   | * | mov dword ptr [esp+18h], 0 ",gcc,1
call _scanf  | * | jmp short loc_4013B1 ,gcc,1
"mov dword ptr [esp+18h], 0  | * | loc_401391:  ",gcc,1
"jmp short loc_4013B1  | * | mov eax, [esp+18h] ",gcc,1
"loc_401391:   | * | shl eax, 2 ",gcc,1
"mov eax, [esp+18h]  | * | add eax, offset _t ",gcc,1
"shl eax, 2  | * | mov [esp+4], eax ",gcc,1
"add eax, offset _t  | * | mov dword ptr [esp], offset aD_0  ",gcc,1
"mov dword ptr [esp], offset aD_0   | * | inc dword ptr [esp+18h] ",gcc,1
call _scanf  | * | loc_4013B1:  ,gcc,1
"inc dword ptr [esp+18h]  | * | mov eax, ds:_n ",gcc,2
"loc_4013B1:   | * | cmp [esp+18h], eax ",gcc,1
"mov eax, ds:_n  | * | setl al ",gcc,2
"cmp [esp+18h], eax  | * | test al, al ",gcc,2
setl al  | * | jnz short loc_401391 ,gcc,1
"test al, al  | * | mov dword ptr [esp+14h], 0 ",gcc,1
"jnz short loc_401391  | * | mov dword ptr [esp+18h], 0 ",gcc,1
"mov dword ptr [esp+14h], 0  | * | jmp loc_401456 ",gcc,1
"mov dword ptr [esp+18h], 0  | * | loc_4013D6:  ",gcc,1
"jmp loc_401456  | * | mov eax, [esp+18h] ",gcc,1
"loc_4013D6:   | * | mov eax, ds:_t[eax*4] ",gcc,1
"mov eax, [esp+18h]  | * | lea ecx, [eax+2] ",gcc,1
"mov eax, ds:_t[eax*4]  | * | mov edx, 55555556h ",gcc,2
"lea ecx, [eax+2]  | * | mov eax, ecx ",gcc,1
"mov edx, 55555556h  | * | imul edx ",gcc,2
"mov eax, ecx  | * | mov eax, ecx ",gcc,2
"imul edx  | * | sar eax, 1Fh ",gcc,2
"mov eax, ecx  | * | sub edx, eax ",gcc,2
"sar eax, 1Fh  | * | mov eax, ds:_p ",gcc,2
"sub edx, eax  | * | cmp edx, eax ",gcc,2
"mov eax, ds:_p  | * | jl short loc_401403 ",gcc,1
"cmp edx, eax  | * | inc dword ptr [esp+14h] ",gcc,2
jl short loc_401403  | * | jmp short loc_401452 ,gcc,1
inc dword ptr [esp+14h]  | * | loc_401403:  ,gcc,1
"jmp short loc_401452  | * | mov eax, ds:_s ",gcc,1
"loc_401403:   | * | test eax, eax ",gcc,1
"mov eax, ds:_s  | * | jle short loc_401452 ",gcc,1
"test eax, eax  | * | mov eax, [esp+18h] ",gcc,1
"jle short loc_401452  | * | mov eax, ds:_t[eax*4] ",gcc,2
"mov eax, [esp+18h]  | * | cmp eax, 1 ",gcc,1
"mov eax, ds:_t[eax*4]  | * | jle short loc_401452 ",gcc,1
"cmp eax, 1  | * | mov eax, [esp+18h] ",gcc,1
"mov eax, [esp+18h]  | * | lea ecx, [eax+4] ",gcc,1
"lea ecx, [eax+4]  | * | mov eax, ecx ",gcc,1
"mov eax, ds:_p  | * | jl short loc_401452 ",gcc,1
"jl short loc_401452  | * | mov eax, ds:_s ",gcc,1
inc dword ptr [esp+14h]  | * | dec eax ,gcc,1
"mov eax, ds:_s  | * | mov ds:_s, eax ",gcc,1
dec eax  | * | loc_401452:  ,gcc,1
"mov ds:_s, eax  | * | inc dword ptr [esp+18h] ",gcc,1
loc_401452:   | * | loc_401456:  ,gcc,1
"loc_401456:   | * | cmp [esp+18h], eax ",gcc,1
setl al  | * | jnz loc_4013D6 ,gcc,1
"test al, al  | * | mov eax, [esp+14h] ",gcc,1
"jnz loc_4013D6  | * | mov [esp+8], eax ",gcc,1
"mov eax, [esp+14h]  | * | mov eax, [esp+1Ch] ",gcc,1
"mov [esp+8], eax  | * | mov [esp+4], eax ",gcc,1
"mov eax, [esp+1Ch]  | * | mov dword ptr [esp], offset aCaseDD  ",gcc,1
"mov [esp+4], eax  | * | call _printf ",gcc,1
"mov dword ptr [esp], offset aCaseDD   | * | inc dword ptr [esp+1Ch] ",gcc,1
call _printf  | * | loc_40148A:  ,gcc,1
"inc dword ptr [esp+1Ch]  | * | mov eax, [esp+10h] ",gcc,1
"loc_40148A:   | * | cmp [esp+1Ch], eax ",gcc,1
"mov eax, [esp+10h]  | * | setle al ",gcc,1
"cmp [esp+1Ch], eax  | * | test al, al ",gcc,1
setle al  | * | jnz loc_401363 ,gcc,1
"test al, al  | * | mov eax, 0 ",gcc,1
jnz loc_401363  | * | leave ,gcc,1
"mov eax, 0  | * | retn ",gcc,1
leave  | * | _main endp ,gcc,1
retn  | * | align 10h ,gcc,3
_main endp  | * | public ___dyn_tls_dtor@12 ,gcc,1
align 10h  | * | ___dyn_tls_dtor@12 proc near  ,gcc,1
var_1C = dword ptr -1Ch  | * | var_14 = dword ptr -14h ,data,2
var_18 = dword ptr -18h  | * | arg_0 = dword ptr 4 ,data,2
var_14 = dword ptr -14h  | * | arg_4 = dword ptr 8 ,data,2
arg_0 = dword ptr 4  | * | arg_8 = dword ptr 0Ch ,data,2
"sub esp, 1Ch  | * | test eax, eax ",gcc,1
"mov eax, [esp+1Ch+arg_4]  | * | jz short loc_4014D0 ",gcc,1
"test eax, eax  | * | cmp eax, 3 ",gcc,1
jz short loc_4014D0  | * | jz short loc_4014D0 ,gcc,1
"cmp eax, 3  | * | mov eax, 1 ",gcc,1
"jz short loc_4014D0  | * | add esp, 1Ch ",gcc,1
"mov eax, 1  | * | retn 0Ch ",gcc,2
"add esp, 1Ch  | * | align 10h ",gcc,3
retn 0Ch  | * | loc_4014D0:  ,gcc,1
"align 10h  | * | mov edx, [esp+1Ch+arg_8] ",gcc,1
"loc_4014D0:   | * | mov [esp+1Ch+var_18], eax ",gcc,1
"mov edx, [esp+1Ch+arg_8]  | * | mov eax, [esp+1Ch+arg_0] ",gcc,1
"mov [esp+1Ch+var_18], eax  | * | mov [esp+1Ch+var_14], edx ",gcc,1
"mov eax, [esp+1Ch+arg_0]  | * | mov [esp+1Ch+var_1C], eax ",gcc,1
"mov [esp+1Ch+var_14], edx  | * | call ___mingw_TLScallback ",gcc,1
"mov [esp+1Ch+var_1C], eax  | * | mov eax, 1 ",gcc,1
"call ___mingw_TLScallback  | * | add esp, 1Ch ",gcc,1
"add esp, 1Ch  | * | ___dyn_tls_dtor@12 endp ",gcc,1
retn 0Ch  | * | align 10h ,gcc,1
___dyn_tls_dtor@12 endp  | * | public ___dyn_tls_init@12 ,gcc,1
align 10h  | * | ___dyn_tls_init@12 proc near  ,gcc,1
"push esi  | * | sub esp, 14h ",gcc,2
"push ebx  | * | cmp ds:__CRT_MT, 2 ",gcc,1
"sub esp, 14h  | * | mov eax, [esp+1Ch+arg_4] ",gcc,1
"cmp ds:__CRT_MT, 2  | * | jz short loc_40151C ",gcc,1
"mov eax, [esp+1Ch+arg_4]  | * | mov ds:__CRT_MT, 2 ",gcc,1
jz short loc_40151C  | * | loc_40151C:  ,gcc,1
"mov ds:__CRT_MT, 2  | * | cmp eax, 2 ",gcc,1
loc_40151C:   | * | jz short loc_401533 ,gcc,1
"cmp eax, 2  | * | cmp eax, 1 ",gcc,1
jz short loc_401533  | * | jz short loc_401568 ,gcc,1
"cmp eax, 1  | * | loc_401526:  ",gcc,1
"jz short loc_401568  | * | add esp, 14h ",gcc,1
"loc_401526:   | * | mov eax, 1 ",gcc,1
"add esp, 14h  | * | pop ebx ",gcc,2
"mov eax, 1  | * | pop esi ",gcc,2
pop ebx  | * | retn 0Ch ,gcc,2
pop esi  | * | loc_401533:  ,gcc,1
"retn 0Ch  | * | mov esi, offset ___xd_z ",gcc,1
"loc_401533:   | * | sub esi, offset ___xd_z ",gcc,1
"mov esi, offset ___xd_z  | * | sar esi, 2 ",gcc,1
"sub esi, offset ___xd_z  | * | test esi, esi ",gcc,1
"sar esi, 2  | * | jle short loc_401526 ",gcc,1
"test esi, esi  | * | xor ebx, ebx ",gcc,1
jle short loc_401526  | * | loc_401547:  ,gcc,1
"xor ebx, ebx  | * | mov eax, ds:___xd_z[ebx*4] ",gcc,1
"loc_401547:   | * | test eax, eax ",gcc,1
"mov eax, ds:___xd_z[ebx*4]  | * | jz short loc_401554 ",gcc,1
"test eax, eax  | * | call eax  ",gcc,1
jz short loc_401554  | * | loc_401554:  ,gcc,1
"call eax   | * | add ebx, 1 ",gcc,1
"loc_401554:   | * | cmp ebx, esi ",gcc,1
"add ebx, 1  | * | jnz short loc_401547 ",gcc,1
"cmp ebx, esi  | * | add esp, 14h ",gcc,1
"jnz short loc_401547  | * | mov eax, 1 ",gcc,1
pop esi  | * | loc_401568:  ,gcc,1
"retn 0Ch  | * | mov eax, [esp+1Ch+arg_8] ",gcc,1
"loc_401568:   | * | mov [esp+1Ch+var_18], 1 ",gcc,1
"mov eax, [esp+1Ch+arg_8]  | * | mov [esp+1Ch+var_14], eax ",gcc,1
"mov [esp+1Ch+var_18], 1  | * | mov eax, [esp+1Ch+arg_0] ",gcc,1
"mov [esp+1Ch+var_14], eax  | * | mov [esp+1Ch+var_1C], eax ",gcc,1
"mov eax, [esp+1Ch+arg_0]  | * | call ___mingw_TLScallback ",gcc,1
"mov [esp+1Ch+var_1C], eax  | * | jmp short loc_401526 ",gcc,1
call ___mingw_TLScallback  | * | ___dyn_tls_init@12 endp ,gcc,1
jmp short loc_401526  | * | align 10h ,gcc,1
___dyn_tls_init@12 endp  | * | public ___tlregdtor ,gcc,1
align 10h  | * | ___tlregdtor proc near ,gcc,1
"public ___tlregdtor  | * | xor eax, eax ",gcc,1
___tlregdtor proc near  | * | retn ,gcc,1
"xor eax, eax  | * | ___tlregdtor endp ",gcc,1
___tlregdtor endp  | * | public ___cpu_features_init ,gcc,1
align 10h  | * | ___cpu_features_init proc near  ,gcc,1
public ___cpu_features_init  | * | pushf ,gcc,1
___cpu_features_init proc near   | * | pushf ,gcc,1
pushf  | * | pop eax ,gcc,1
"pushf  | * | mov edx, eax ",gcc,1
"pop eax  | * | xor eax, 200000h ",gcc,1
"mov edx, eax  | * | push eax ",gcc,1
"xor eax, 200000h  | * | popf ",gcc,1
push eax  | * | pushf ,gcc,1
popf  | * | pop eax ,gcc,1
pushf  | * | popf ,gcc,1
"pop eax  | * | xor eax, edx ",gcc,1
"popf  | * | test eax, 200000h ",gcc,1
"xor eax, edx  | * | jz locret_401661 ",gcc,1
"test eax, 200000h  | * | push ebx ",gcc,1
"jz locret_401661  | * | xor eax, eax ",gcc,1
push ebx  | * | cpuid ,gcc,1
"xor eax, eax  | * | test eax, eax ",gcc,1
cpuid  | * | jz loc_401660 ,gcc,1
"test eax, eax  | * | mov eax, 1 ",gcc,1
jz loc_401660  | * | cpuid ,gcc,1
"mov eax, 1  | * | test dh, 1 ",gcc,1
cpuid  | * | jz short loc_4015DC ,gcc,1
"test dh, 1  | * | or ds:___cpu_features, 1 ",gcc,1
jz short loc_4015DC  | * | loc_4015DC:  ,gcc,1
"or ds:___cpu_features, 1  | * | test dh, 80h ",gcc,1
loc_4015DC:   | * | jz short loc_4015E8 ,gcc,1
"test dh, 80h  | * | or ds:___cpu_features, 2 ",gcc,1
jz short loc_4015E8  | * | loc_4015E8:  ,gcc,1
"or ds:___cpu_features, 2  | * | test edx, 800000h ",gcc,1
loc_4015E8:   | * | jz short loc_4015F7 ,gcc,1
"test edx, 800000h  | * | or ds:___cpu_features, 4 ",gcc,1
jz short loc_4015F7  | * | loc_4015F7:  ,gcc,1
"or ds:___cpu_features, 4  | * | test edx, 1000000h ",gcc,1
loc_4015F7:   | * | jz short loc_401606 ,gcc,1
"test edx, 1000000h  | * | or ds:___cpu_features, 8 ",gcc,1
jz short loc_401606  | * | loc_401606:  ,gcc,1
"or ds:___cpu_features, 8  | * | test edx, 2000000h ",gcc,1
loc_401606:   | * | jz short loc_401615 ,gcc,1
"test edx, 2000000h  | * | or ds:___cpu_features, 10h ",gcc,1
jz short loc_401615  | * | loc_401615:  ,gcc,1
"or ds:___cpu_features, 10h  | * | and edx, 4000000h ",gcc,1
loc_401615:   | * | jz short loc_401624 ,gcc,1
"and edx, 4000000h  | * | or ds:___cpu_features, 20h ",gcc,1
jz short loc_401624  | * | loc_401624:  ,gcc,1
"or ds:___cpu_features, 20h  | * | test cl, 1 ",gcc,1
loc_401624:   | * | jz short loc_401630 ,gcc,1
"test cl, 1  | * | or ds:___cpu_features, 40h ",gcc,1
jz short loc_401630  | * | loc_401630:  ,gcc,1
"or ds:___cpu_features, 40h  | * | and ch, 20h ",gcc,1
loc_401630:   | * | jnz short loc_401663 ,gcc,1
"and ch, 20h  | * | loc_401635:  ",gcc,1
"jnz short loc_401663  | * | mov eax, 80000000h ",gcc,1
loc_401635:   | * | cpuid ,gcc,1
"mov eax, 80000000h  | * | cmp eax, 80000000h ",gcc,1
cpuid  | * | jbe short loc_401660 ,gcc,1
"cmp eax, 80000000h  | * | mov eax, 80000001h ",gcc,1
jbe short loc_401660  | * | cpuid ,gcc,1
"mov eax, 80000001h  | * | test edx, edx ",gcc,1
cpuid  | * | js short loc_401670 ,gcc,1
"test edx, edx  | * | loc_40164E:  ",gcc,1
"js short loc_401670  | * | and edx, 40000000h ",gcc,1
loc_40164E:   | * | jz short loc_401660 ,gcc,1
"and edx, 40000000h  | * | or ds:___cpu_features, 200h ",gcc,1
jz short loc_401660  | * | loc_401660:  ,gcc,1
"or ds:___cpu_features, 200h  | * | pop ebx ",gcc,1
loc_401660:   | * | locret_401661:  ,gcc,1
pop ebx  | * | rep retn ,gcc,1
locret_401661:   | * | loc_401663:  ,gcc,1
"rep retn  | * | or ds:___cpu_features, 80h ",gcc,1
loc_401663:   | * | jmp short loc_401635 ,gcc,1
"or ds:___cpu_features, 80h  | * | align 10h ",gcc,1
jmp short loc_401635  | * | loc_401670:  ,gcc,1
"align 10h  | * | or ds:___cpu_features, 100h ",gcc,1
loc_401670:   | * | jmp short loc_40164E ,gcc,1
"or ds:___cpu_features, 100h  | * | ___cpu_features_init endp ",gcc,1
jmp short loc_40164E  | * | align 10h ,gcc,1
___cpu_features_init endp  | * | public _fpreset ,gcc,1
align 10h  | * | _fpreset proc near  ,gcc,1
public _fpreset  | * | fninit ,gcc,1
_fpreset proc near   | * | retn ,gcc,1
fninit  | * | _fpreset endp ,gcc,1
_fpreset endp  | * | ___report_error proc near  ,gcc,1
var_2C = dword ptr -2Ch  | * | var_24 = dword ptr -24h ,data,1
var_28 = dword ptr -28h  | * | var_20 = dword ptr -20h ,data,1
var_24 = dword ptr -24h  | * | var_10 = dword ptr -10h ,data,1
var_20 = dword ptr -20h  | * | arg_0 = dword ptr 4 ,data,1
var_10 = dword ptr -10h  | * | arg_4 = byte ptr 8 ,data,1
"push ebx  | * | mov ebx, ds:__imp___iob ",gcc,1
"sub esp, 28h  | * | lea eax, [esp+2Ch+arg_4] ",gcc,1
"mov ebx, ds:__imp___iob  | * | mov [esp+2Ch+var_24], 17h  ",gcc,1
"lea eax, [esp+2Ch+arg_4]  | * | mov [esp+2Ch+var_28], 1  ",gcc,1
"mov [esp+2Ch+var_24], 17h   | * | add ebx, 40h  ",gcc,1
"mov [esp+2Ch+var_28], 1   | * | mov [esp+2Ch+var_20], ebx  ",gcc,1
"add ebx, 40h   | * | mov [esp+2Ch+var_2C], offset aMingwRuntimeFa  ",gcc,1
"mov [esp+2Ch+var_20], ebx   | * | mov [esp+2Ch+var_10], eax ",gcc,1
"mov [esp+2Ch+var_2C], offset aMingwRuntimeFa   | * | call _fwrite ",gcc,1
"call _fwrite  | * | mov [esp+2Ch+var_2C], ebx  ",gcc,1
"mov eax, [esp+2Ch+var_10]  | * | mov [esp+2Ch+var_24], eax  ",gcc,1
"mov [esp+2Ch+var_2C], ebx   | * | mov eax, [esp+2Ch+arg_0] ",gcc,1
"mov [esp+2Ch+var_24], eax   | * | mov [esp+2Ch+var_28], eax  ",gcc,1
"mov eax, [esp+2Ch+arg_0]  | * | call _vfprintf ",gcc,1
"mov [esp+2Ch+var_28], eax   | * | call _abort ",gcc,1
call _vfprintf  | * | ___report_error endp ,gcc,1
call _abort  | * | align 10h ,gcc,1
___report_error endp  | * | ___write_memory_part_0 proc near  ,gcc,1
lpAddress = dword ptr -5Ch  | * | dwLength = dword ptr -54h ,data,1
lpBuffer = dword ptr -58h  | * | lpflOldProtect = dword ptr -50h ,data,1
dwLength = dword ptr -54h  | * | var_3E = byte ptr -3Eh ,data,1
lpflOldProtect = dword ptr -50h  | * | var_3D = byte ptr -3Dh ,data,1
var_3E = byte ptr -3Eh  | * | flOldProtect = dword ptr -3Ch ,data,1
var_3D = byte ptr -3Dh  | * | Buffer = _MEMORY_BASIC_INFORMATION ptr -38h ,data,1
flOldProtect = dword ptr -3Ch  | * | var_10 = dword ptr -10h ,data,1
Buffer = _MEMORY_BASIC_INFORMATION ptr -38h  | * | var_C = dword ptr -0Ch ,data,1
var_10 = dword ptr -10h  | * | var_8 = dword ptr -8 ,data,2
var_C = dword ptr -0Ch  | * | var_4 = dword ptr -4 ,data,2
"sub esp, 5Ch  | * | mov ebx, eax ",gcc,1
"mov [esp+5Ch+var_10], ebx  | * | lea eax, [esp+5Ch+Buffer] ",gcc,1
